Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-9013406,"RHOQ GTPase cycle",21,63,0.004171080508474576,1.0965175365873492E-4,0.008552836785381324,4,5,3.6247643903146296E-4,9606,Homo sapiens,"PLEKHG3;JUP;FNBP1;ITSN1;SCRIB;IQGAP1;CDC42BPB;CDC42BPA;ARHGAP5;IQGAP3;ARHGAP35;SLC4A7;PREX1;ARHGAP21;ARHGAP32;PAK1;CDC42EP4;TRIP10;CDC42EP1;SRGAP2;CFTR","","R-HSA-9018745;R-HSA-9018747;R-HSA-9018746;R-HSA-5627072"
R-HSA-9013408,"RHOG GTPase cycle",24,78,0.005164194915254237,1.229488190659378E-4,0.009221161429945335,4,6,4.3497172683775554E-4,9606,Homo sapiens,"PLEKHG3;ITGB1;DOCK5;TRIO;ARHGEF26;ITSN1;ARHGEF16;PIK3R1;ARHGAP5;ARFGAP3;IQGAP2;PLD1;ARHGAP35;VAV2;PREX1;ARHGAP21;ARHGAP32;PGRMC2;VAPB;STBD1;CDC42EP1;DSG2;MAP3K11;TMPO","","R-HSA-9014433;R-HSA-9014449;R-HSA-9014467;R-HSA-9014434"
R-HSA-156827,"L13a-mediated translational silencing of Ceruloplasmin expression",32,120,0.007944915254237288,1.4326097646411018E-4,0.010314790305415933,3,3,2.1748586341887777E-4,9606,Homo sapiens,"RPL5;RPL30;RPL32;RPLP1;RPL12;RPS14;RPL7A;RPS3;RPLP2;RPL13;RPL37;RPS10;RPL17;EIF4B;EIF2A;RPS8;RPL22;RPS3A;EIF2S2;RPS26;RPL27A;EIF3J;EIF3G;RPL22L1;RPL26;EIF3C;EIF3A;EIF4G2;EIF4G1","","R-HSA-156832;R-HSA-156823;R-HSA-156826"
R-HSA-9675108,"Nervous system development",113,621,0.041114936440677964,2.164401416058226E-4,0.014934369770801759,172,324,0.0234884732492388,9606,Homo sapiens,"RPL5;RPL30;TRIO;RPL32;ITSN1;IRS2;CASC3;ACTB;ARHGAP35;RPS6KA4;RPS14;MPZ;DPYSL3;DAG1;PSMD1;NRCAM;RPL37;PLXNC1;RPS10;MAP2K2;RPS8;UNC5B;SEMA6D;RPL22;CSNK2A2;CASK;ANK2;ANK3;ANK1;SHTN1;CACNB2;TIAM1;CACNB3;PSME2;RPL26;UTRN;TLN1;SHC1;RPN1;AGAP2;PIK3R1;RAP1GAP;PRKAR2A;ABL2;MYH14;MBP;PLCG1;SRGAP2;SPTBN1;RAP1GAP2;VASP;MSN;UPF3B;UPF3A;ARPC5;L1CAM;PTK2;SMARCA4;RPS26;GJB1;DLG3;RPL27A;KIF4A;EIF4G2;EIF4G1;ITGB1;GSK3B;SH3KBP1;ARPC1B;RPLP1;CLTC;RPL7A;TUBA1B;PRX;RPLP2;SPTAN1;CAP1;ARHGEF12;NCBP1;ANXA4;GAB1;RPS3A;GAB2;VAV2;ENAH;ELF1;NUMB;MYH9;ITGA5;YAP1;RPL12;PSMB10;ABLIM1;PAK1;ABLIM3;RPS3;RPL13;RPL17;PDLIM7;CLASP1;CLASP2;FARP2;LIMK1;MYO9B;LAMB1;RPL22L1","","R-HSA-525833;R-HSA-3928632;R-HSA-3928627;R-HSA-419087;R-HSA-3928625;R-HSA-3928628;R-HSA-3928619;R-HSA-3928616;R-HSA-593690;R-HSA-451347;R-HSA-3928620;R-HSA-3928610;R-HSA-3928608;R-HSA-622357;R-HSA-451366;R-HSA-3928602;R-HSA-3928601;R-HSA-3928600;R-HSA-3928607;R-HSA-418850;R-HSA-9614773;R-HSA-3928604;R-HSA-622382;R-HSA-109862;R-HSA-392749;R-HSA-3928595;R-HSA-434990;R-HSA-392748;R-HSA-416559;R-HSA-392751;R-HSA-3928592;R-HSA-434989;R-HSA-418858;R-HSA-3928598;R-HSA-3928597;R-HSA-418856;R-HSA-447030;R-HSA-555065;R-HSA-9010872;R-HSA-418868;R-HSA-3928584;R-HSA-3928591;R-HSA-416562;R-HSA-392752;R-HSA-418865;R-HSA-3928588;R-HSA-3928578;R-HSA-419644;R-HSA-3928577;R-HSA-419645;R-HSA-399933;R-HSA-447034;R-HSA-399930;R-HSA-418874;R-HSA-376123;R-HSA-418872;R-HSA-9619666;R-HSA-399942;R-HSA-9619667;R-HSA-8855237;R-HSA-8854981;R-HSA-376134;R-HSA-8855747;R-HSA-399938;R-HSA-399939;R-HSA-9619668;R-HSA-399936;R-HSA-9619669;R-HSA-399950;R-HSA-376141;R-HSA-399951;R-HSA-376140;R-HSA-416588;R-HSA-399947;R-HSA-399944;R-HSA-9614787;R-HSA-8855508;R-HSA-428885;R-HSA-9614790;R-HSA-376145;R-HSA-416594;R-HSA-428883;R-HSA-399952;R-HSA-9010641;R-HSA-9619657;R-HSA-8855259;R-HSA-428888;R-HSA-8853734;R-HSA-8853737;R-HSA-3928660;R-HSA-3928651;R-HSA-392053;R-HSA-3928648;R-HSA-392054;R-HSA-8985594;R-HSA-3928654;R-HSA-392051;R-HSA-375154;R-HSA-443774;R-HSA-3928642;R-HSA-3928641;R-HSA-419197;R-HSA-3928640;R-HSA-8853755;R-HSA-3928646;R-HSA-3928645;R-HSA-8985591;R-HSA-3928644;R-HSA-443783;R-HSA-443780;R-HSA-443778;R-HSA-443779;R-HSA-374669;R-HSA-445071;R-HSA-8853774;R-HSA-445069;R-HSA-445067;R-HSA-443784;R-HSA-445064;R-HSA-374677;R-HSA-445079;R-HSA-445076;R-HSA-445077;R-HSA-374673;R-HSA-374672;R-HSA-374675;R-HSA-445072;R-HSA-9615626;R-HSA-445084;R-HSA-374686;R-HSA-445085;R-HSA-374681;R-HSA-374680;R-HSA-374683;R-HSA-445091;R-HSA-8853793;R-HSA-4093336;R-HSA-445088;R-HSA-445089;R-HSA-374701;R-HSA-374696;R-HSA-443817;R-HSA-4093327;R-HSA-9618725;R-HSA-391868;R-HSA-391871;R-HSA-391865;R-HSA-391866;R-HSA-9613648;R-HSA-549060;R-HSA-373716;R-HSA-416725;R-HSA-373713;R-HSA-9014610;R-HSA-373720;R-HSA-9613644;R-HSA-373729;R-HSA-373730;R-HSA-437230;R-HSA-8855915;R-HSA-373736;R-HSA-9618559;R-HSA-373739;R-HSA-428534;R-HSA-373751;R-HSA-428533;R-HSA-437234;R-HSA-9014652;R-HSA-428531;R-HSA-8854897;R-HSA-9011313;R-HSA-8854905"
R-HSA-75153,"Apoptotic execution phase",18,54,0.0035752118644067797,3.271433968672355E-4,0.021093567242154165,28,57,0.004132231404958678,9606,Homo sapiens,"DSP;DFFA;PTK2;ADD1;STK3;LMNB1;TJP1;OCLN;APC;LMNA;GAS2;HIST1H1E;ACIN1;DSG2;VIM;MAPT;SPTAN1;PLEC","","R-HSA-202947;R-HSA-351877;R-HSA-351876;R-HSA-211207;R-HSA-211206;R-HSA-201608;R-HSA-351947;R-HSA-202967;R-HSA-351901;R-HSA-211224;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-201634;R-HSA-264871;R-HSA-201639;R-HSA-211239;R-HSA-264865;R-HSA-201637;R-HSA-201636;R-HSA-350319;R-HSA-9029667;R-HSA-350318;R-HSA-351913;R-HSA-211247;R-HSA-211186;R-HSA-211191;R-HSA-211190"
R-HSA-199991,"Membrane Trafficking",119,668,0.04422669491525424,3.2958698815865883E-4,0.021093567242154165,146,219,0.015876468029578077,9606,Homo sapiens,"ITSN1;GCC1;ACTB;RBMX2;AKT3;KIF21A;DENND5A;KIF21B;SBF1;AGFG1;NSF;PRKAB2;COG5;FNBP1;COG4;SYTL1;TSC2;TSC1;CSNK1D;ANK2;ANK3;PRKAB1;ANK1;DYNC1LI1;DYNC1LI2;RAB31;TBC1D25;ULK1;KDELR3;RIN2;CFTR;OPTN;TGOLN2;KLC4;KLC3;SCFD1;GRK2;KLC2;KIF3A;PACSIN2;DVL2;PACSIN3;SPTBN1;SEC31A;PACSIN1;SEC16B;DENND4A;SEC16A;RAB3IP;HPS4;ASPSCR1;ARPC5;PUM1;DAB2;GJB1;TMEM115;SYNJ1;GOLGB1;KIF4A;AAK1;ACBD3;DENND1C;YWHAE;C2CD5;SH3KBP1;CLTC;PRKAG2;MIA2;ARRB1;MIA3;PIK3C2A;BICD2;TUBA1B;PPP6R3;KIF13B;KIF1B;KIF1A;SPTAN1;CAP1;SGIP1;DENND2A;KIF23;AP3B1;EPS15L1;ARFGAP3;ARFGAP2;TBC1D1;TBC1D4;CTTN;MYH9;NAA38;SEC22B;PAFAH1B2;EXOC1;DYNC1I2;NBAS;PRKAA2;TMF1;RABGAP1;DCTN2;USO1;GOSR1;CUX1;VPS53;FCHO2;VPS54;STX4;EPS15;REPS1;GBF1;TPD52L1;TJP1;ST5;KIF26B;TRIP10","","R-HSA-8868230;R-HSA-1445143;R-HSA-8868236;R-HSA-1445149;R-HSA-1445144;R-HSA-2316347;R-HSA-8876191;R-HSA-8876190;R-HSA-8876446;R-HSA-8876188;R-HSA-2316349;R-HSA-376357;R-HSA-8854182;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-376364;R-HSA-8867756;R-HSA-8867754;R-HSA-350769;R-HSA-376369;R-HSA-190519;R-HSA-432688;R-HSA-190520;R-HSA-8847544;R-HSA-6811431;R-HSA-8849350;R-HSA-8849348;R-HSA-432706;R-HSA-6811427;R-HSA-6811426;R-HSA-432707;R-HSA-6811425;R-HSA-8854209;R-HSA-8877760;R-HSA-6811433;R-HSA-8849353;R-HSA-432712;R-HSA-190541;R-HSA-8866269;R-HSA-8866268;R-HSA-6807868;R-HSA-6807866;R-HSA-6807864;R-HSA-8868071;R-HSA-8866279;R-HSA-8854759;R-HSA-8863718;R-HSA-8866277;R-HSA-2316352;R-HSA-8874979;R-HSA-8866275;R-HSA-8863471;R-HSA-8856813;R-HSA-8866283;R-HSA-8868072;R-HSA-8856808;R-HSA-190829;R-HSA-1449574;R-HSA-6811415;R-HSA-6811414;R-HSA-8877813;R-HSA-6811412;R-HSA-6811411;R-HSA-1454689;R-HSA-8863472;R-HSA-6811423;R-HSA-8877311;R-HSA-6811422;R-HSA-1454699;R-HSA-6811418;R-HSA-6811417;R-HSA-5694423;R-HSA-5694421;R-HSA-5694418;R-HSA-5694417;R-HSA-5694427;R-HSA-5694425;R-HSA-8847638;R-HSA-8847637;R-HSA-8847635;R-HSA-191636;R-HSA-8854303;R-HSA-8854302;R-HSA-5694415;R-HSA-8871196;R-HSA-8871194;R-HSA-8871193;R-HSA-5694409;R-HSA-190877;R-HSA-8876837;R-HSA-191654;R-HSA-6814671;R-HSA-8877612;R-HSA-8868651;R-HSA-8868648;R-HSA-5694439;R-HSA-6814678;R-HSA-8868661;R-HSA-5694436;R-HSA-8868660;R-HSA-196017;R-HSA-6814676;R-HSA-8868659;R-HSA-8868658;R-HSA-6814674;R-HSA-5694435;R-HSA-5694433;R-HSA-196026;R-HSA-5694446;R-HSA-8869438;R-HSA-8854588;R-HSA-6814684;R-HSA-434362;R-HSA-6814683;R-HSA-6814682;R-HSA-5694441;R-HSA-8875320;R-HSA-8876615;R-HSA-421831;R-HSA-8933452;R-HSA-203973;R-HSA-6809006;R-HSA-421836;R-HSA-5333658;R-HSA-6809003;R-HSA-421835;R-HSA-8933446;R-HSA-8862280;R-HSA-421833;R-HSA-6809015;R-HSA-6809014;R-HSA-8849748;R-HSA-8854612;R-HSA-6809011;R-HSA-6809010;R-HSA-190681;R-HSA-190687;R-HSA-8848484;R-HSA-190693;R-HSA-190698;R-HSA-204008;R-HSA-6814091;R-HSA-6814090;R-HSA-5260201;R-HSA-191737"
R-HSA-193648,"NRAGE signals death through JNK",20,64,0.00423728813559322,3.5632704155774686E-4,0.022092276576580305,5,7,5.074670146440482E-4,9606,Homo sapiens,"NGFR;PLEKHG2;ARHGEF12;TRIO;ARHGEF26;BAD;ARHGEF17;ITSN1;ARHGEF16;ARHGEF18;FGD1;VAV2;AKAP13;ABR;PREX1;TIAM1;ARHGEF1;ARHGEF2;ARHGEF40;ECT2","","R-HSA-205075;R-HSA-205115;R-HSA-205039;R-HSA-204958;R-HSA-205132"
R-HSA-446728,"Cell junction organization",26,95,0.006289724576271186,3.917863092477436E-4,0.023507178554864616,28,37,0.0026823256488328257,9606,Homo sapiens,"ITGB1;PATJ;FBLIM1;ITGB4;CTNND1;PXN;ILK;ACTB;CTNNA1;FLNA;FLNC;VASP;JUP;ACTN1;KRT7;PARVA;MPP5;CLDN10;CLDN5;SDK1;AFDN;PARD3;CDH11;ZYX;FERMT2;PLEC;NECTIN1","","R-HSA-430341;R-HSA-5692437;R-HSA-446083;R-HSA-419011;R-HSA-432897;R-HSA-432909;R-HSA-419981;R-HSA-430347;R-HSA-446089;R-HSA-446364;R-HSA-420582;R-HSA-430308;R-HSA-420580;R-HSA-446372;R-HSA-433711;R-HSA-420598;R-HSA-446391;R-HSA-420661;R-HSA-446322;R-HSA-373745;R-HSA-420019;R-HSA-432956;R-HSA-446077;R-HSA-433725;R-HSA-419002;R-HSA-419003;R-HSA-432952;R-HSA-419001"
R-HSA-72689,"Formation of a pool of free 40S subunits",28,106,0.007018008474576272,4.154435871659423E-4,0.024095728055624654,2,2,1.449905756125852E-4,9606,Homo sapiens,"RPL5;RPL30;RPL32;RPS8;RPLP1;RPL12;RPL22;RPS3A;RPS26;RPS14;RPL7A;RPL27A;EIF3J;RPS3;EIF3G;RPLP2;RPL13;RPL22L1;RPL26;RPL37;EIF3C;RPS10;RPL17;EIF3A","","R-HSA-72673;R-HSA-72676"
R-HSA-195258,"RHO GTPase Effectors",65,326,0.021583686440677968,5.197780561602139E-4,0.028609342186104225,77,113,0.008191967522111062,9606,Homo sapiens,"YWHAE;ITGB1;AHCTF1;KDM1A;WIPF1;ARPC1B;WIPF3;ACTB;CDC20;TUBA1B;NUF2;NDEL1;MEN1;NUDC;PPP1R12A;NUP133;PDPK1;H2AFX;MRTFA;RANGAP1;CKAP5;DYNC1LI1;CLIP1;DYNC1LI2;CTTN;MYH9;NUP98;HIST1H2BG;PPP1R12B;CFTR;DYNC1I2;IQGAP1;IQGAP2;IQGAP3;CENPA;CENPC;KLC4;KLC3;PAK1;KLC2;DVL2;CTNNA1;FLNA;MYH14;BUB3;RHPN2;SRGAP2;WASF2;CLASP1;PCK2;CLASP2;RANBP2;PPP1R14A;LIMK1;ARPC5;BAIAP2;PTK2;FMNL1;ABI2;TAOK1;ABI1;PKN2","","R-HSA-5665751;R-HSA-2029469;R-HSA-3858489;R-HSA-2029466;R-HSA-5668947;R-HSA-5671763;R-HSA-5623632;R-HSA-3858495;R-HSA-2029465;R-HSA-5666129;R-HSA-5666001;R-HSA-419087;R-HSA-75016;R-HSA-2029460;R-HSA-5671772;R-HSA-5667037;R-HSA-419083;R-HSA-2029456;R-HSA-5666008;R-HSA-5625797;R-HSA-5625796;R-HSA-5668932;R-HSA-5671749;R-HSA-5623622;R-HSA-5627072;R-HSA-5667008;R-HSA-5665998;R-HSA-5665999;R-HSA-2197691;R-HSA-2197690;R-HSA-3928608;R-HSA-5625717;R-HSA-5668978;R-HSA-5672304;R-HSA-5666160;R-HSA-419232;R-HSA-5623667;R-HSA-5666046;R-HSA-5627775;R-HSA-5625849;R-HSA-5665659;R-HSA-5625848;R-HSA-5669240;R-HSA-5668984;R-HSA-5666169;R-HSA-5626469;R-HSA-5665767;R-HSA-2130194;R-HSA-5671919;R-HSA-203070;R-HSA-2029473;R-HSA-5665686;R-HSA-5625745;R-HSA-5672083;R-HSA-5665809;R-HSA-5625883;R-HSA-5669250;R-HSA-442832;R-HSA-5663232;R-HSA-5666049;R-HSA-5625870;R-HSA-5665802;R-HSA-5627275;R-HSA-5626507;R-HSA-5625738;R-HSA-5672329;R-HSA-5626549;R-HSA-2197698;R-HSA-445797;R-HSA-442592;R-HSA-5665982;R-HSA-5627071;R-HSA-5625784;R-HSA-5671737;R-HSA-5669158;R-HSA-419197;R-HSA-5625774"
R-HSA-156902,"Peptide chain elongation",26,97,0.006422139830508475,5.298026330760042E-4,0.028609342186104225,5,5,3.6247643903146296E-4,9606,Homo sapiens,"RPL5;RPL30;RPL32;RPS8;RPLP1;RPL12;RPL22;RPS3A;EEF2;RPS26;EEF1A1;RPS14;RPL7A;RPL27A;RPS3;RPLP2;RPL13;RPL22L1;RPL37;RPL26;RPS10;RPL17","","R-HSA-156930;R-HSA-156915;R-HSA-156912;R-HSA-156923;R-HSA-156907"
R-HSA-9696264,"RND3 GTPase cycle",15,43,0.0028469279661016947,6.297128442450672E-4,0.032816123679712095,1,2,1.449905756125852E-4,9606,Homo sapiens,"DSP;TMOD3;TXNL1;SCRIB;PIK3R1;RASAL2;ARHGAP5;ARHGAP35;CCDC88B;NISCH;CCDC88A;ARHGAP21;DLG5;PKP4;RBMX;FAM83B","","R-HSA-9696268"
R-HSA-6802957,"Oncogenic MAPK signaling",25,93,0.006157309322033898,6.434534054845509E-4,0.032816123679712095,44,46,0.003334783239089459,9606,Homo sapiens,"CAMK2D;ARAF;PEBP1;ARRB1;IQGAP1;DUSP16;IQGAP3;ACTB;MPRIP;LMNA;TRIM24;CAMK2G;BRAP;VASP;MAP2K2;KSR1;BRAF;AP3B1;SND1;CNKSR1;AKAP9;NF1;TLN1;RAF1;VCL;MAP3K11","","R-HSA-9656211;R-HSA-6802919;R-HSA-6802918;R-HSA-9656209;R-HSA-6802916;R-HSA-9652816;R-HSA-9656215;R-HSA-6802915;R-HSA-9656214;R-HSA-6802914;R-HSA-6803234;R-HSA-6803233;R-HSA-9656213;R-HSA-6802912;R-HSA-9656212;R-HSA-6802927;R-HSA-6802926;R-HSA-6802925;R-HSA-6802924;R-HSA-6802922;R-HSA-6802921;R-HSA-6803240;R-HSA-6802935;R-HSA-6802934;R-HSA-6802933;R-HSA-6802932;R-HSA-8936731;R-HSA-6802930;R-HSA-9652165;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-9656207;R-HSA-6802938;R-HSA-6802937;R-HSA-9660538;R-HSA-9660536;R-HSA-8936676;R-HSA-6802837;R-HSA-6802911;R-HSA-6802910;R-HSA-6803230;R-HSA-6802908;R-HSA-6803227"
R-HSA-9013424,"RHOV GTPase cycle",14,39,0.0025820974576271187,7.172852665366936E-4,0.03586426332683468,1,2,1.449905756125852E-4,9606,Homo sapiens,"ZNF512B;TPM4;CLTC;TXNL1;IQGAP1;PIK3R1;IQGAP3;MYO9A;ARHGAP12;PAK1;PEAK1;DLG5;SPTAN1;SPTBN1;MAP3K11","","R-HSA-9018794"
R-HSA-5663202,"Diseases of signal transduction by growth factor receptors and second messengers",91,498,0.03297139830508475,7.558456006819814E-4,0.036280588832735106,262,478,0.034652747571407856,9606,Homo sapiens,"CARS;PRR5;GSK3B;ZFYVE9;IRS1;CLTC;ARAF;PEBP1;ARRB1;IRS2;DUSP16;ACTB;MECP2;ZMYM2;MPRIP;AKT3;MYO18A;TRIM24;PSMD1;MAP2K2;TPM4;NCBP1;KSR1;PDPK1;TPM1;AXIN1;GAB1;TSC2;AP3B1;LMO7;GAB2;SND1;EML4;NCOR2;EEF1G;CNKSR1;BIN2;TEP1;AKAP9;MYH9;PSME2;TLN1;RAF1;SQSTM1;VCL;CAMK2D;NOTCH1;SHC1;RPN1;SEL1L;RRBP1;IQGAP1;PIK3R1;FOXO3;IQGAP3;FOXO1;PSMB10;HDAC7;CUX1;LMNA;RICTOR;PLCG1;CAMK2G;SPTBN1;SEC31A;VASP;RANBP2;BRAP;NPM1;CREBBP;BAD;STAT3;EIF2AK3;MSN;BRAF;PTPN12;MIB1;ZC3HC1;PPFIBP1;APC;GOLGB1;RPS6KB2;NF1;FGFR1OP;STRN;PIK3AP1;MAP3K11","","R-HSA-9664664;R-HSA-5339713;R-HSA-1839112;R-HSA-9664646;R-HSA-1839114;R-HSA-1839110;R-HSA-1839107;R-HSA-5387386;R-HSA-9724090;R-HSA-5387389;R-HSA-9665699;R-HSA-9665701;R-HSA-9665700;R-HSA-9665706;R-HSA-9665705;R-HSA-9665704;R-HSA-9698003;R-HSA-2769000;R-HSA-9698000;R-HSA-9698007;R-HSA-2769007;R-HSA-9698005;R-HSA-9698008;R-HSA-2768993;R-HSA-2768999;R-HSA-9698013;R-HSA-9724099;R-HSA-2769008;R-HSA-2769015;R-HSA-2317387;R-HSA-2737728;R-HSA-8936676;R-HSA-1247842;R-HSA-1247841;R-HSA-1247844;R-HSA-8851710;R-HSA-9698029;R-HSA-5655252;R-HSA-9703440;R-HSA-9703441;R-HSA-9703442;R-HSA-5655248;R-HSA-5655263;R-HSA-5654748;R-HSA-9673757;R-HSA-9673756;R-HSA-9703430;R-HSA-5655235;R-HSA-9703437;R-HSA-5655247;R-HSA-9665034;R-HSA-4839635;R-HSA-9703438;R-HSA-5655244;R-HSA-4839634;R-HSA-9701903;R-HSA-9703439;R-HSA-9665032;R-HSA-5655245;R-HSA-9703432;R-HSA-9703433;R-HSA-5655243;R-HSA-9703434;R-HSA-5655240;R-HSA-4839638;R-HSA-9703435;R-HSA-2691211;R-HSA-5655285;R-HSA-2691214;R-HSA-5655290;R-HSA-5655289;R-HSA-9673761;R-HSA-9673760;R-HSA-2691226;R-HSA-4827388;R-HSA-5483238;R-HSA-5246696;R-HSA-2691219;R-HSA-9652816;R-HSA-9634391;R-HSA-9725009;R-HSA-9634390;R-HSA-1225947;R-HSA-2399982;R-HSA-9725023;R-HSA-5637766;R-HSA-5387392;R-HSA-5637764;R-HSA-5637765;R-HSA-2399999;R-HSA-2399992;R-HSA-9634418;R-HSA-2399941;R-HSA-5637808;R-HSA-9660538;R-HSA-9660536;R-HSA-5637798;R-HSA-9634402;R-HSA-9725030;R-HSA-5637796;R-HSA-1225952;R-HSA-5637795;R-HSA-5637792;R-HSA-1225957;R-HSA-2399966;R-HSA-1225961;R-HSA-5637800;R-HSA-5637801;R-HSA-9656211;R-HSA-9656209;R-HSA-9656215;R-HSA-9656214;R-HSA-9664918;R-HSA-9656213;R-HSA-9656212;R-HSA-9725342;R-HSA-4839746;R-HSA-1226014;R-HSA-9725338;R-HSA-2666278;R-HSA-1226012;R-HSA-9665411;R-HSA-9698179;R-HSA-9665410;R-HSA-9665415;R-HSA-9665413;R-HSA-9665417;R-HSA-9665416;R-HSA-9656207;R-HSA-2900748;R-HSA-9664950;R-HSA-9701810;R-HSA-2900747;R-HSA-2730752;R-HSA-4396393;R-HSA-4396392;R-HSA-2900743;R-HSA-2400009;R-HSA-2400010;R-HSA-4396402;R-HSA-2900765;R-HSA-4396401;R-HSA-1226016;R-HSA-9664933;R-HSA-2900756;R-HSA-9725357;R-HSA-9664940;R-HSA-9712084;R-HSA-2243938;R-HSA-9712085;R-HSA-9712086;R-HSA-9712087;R-HSA-9664976;R-HSA-2243937;R-HSA-9664983;R-HSA-2243942;R-HSA-9712081;R-HSA-6803234;R-HSA-5655315;R-HSA-9712082;R-HSA-6803233;R-HSA-9712083;R-HSA-5655313;R-HSA-9712088;R-HSA-9664991;R-HSA-9672159;R-HSA-5655323;R-HSA-5655320;R-HSA-6803240;R-HSA-5655301;R-HSA-9652165;R-HSA-9712078;R-HSA-9712079;R-HSA-9672178;R-HSA-9672177;R-HSA-9672176;R-HSA-9672162;R-HSA-6803230;R-HSA-5655343;R-HSA-5655341;R-HSA-6803227;R-HSA-3656523;R-HSA-5655336;R-HSA-4839734;R-HSA-9672172;R-HSA-6802919;R-HSA-6802918;R-HSA-9670417;R-HSA-6802916;R-HSA-9670416;R-HSA-6802915;R-HSA-2220964;R-HSA-6802914;R-HSA-2220967;R-HSA-2220966;R-HSA-6802912;R-HSA-6802927;R-HSA-6802926;R-HSA-9670426;R-HSA-2220971;R-HSA-6802925;R-HSA-6802924;R-HSA-9670431;R-HSA-6802922;R-HSA-6802921;R-HSA-6802935;R-HSA-6802934;R-HSA-2220976;R-HSA-2220979;R-HSA-6802933;R-HSA-6802932;R-HSA-8936731;R-HSA-2220978;R-HSA-2220981;R-HSA-6802930;R-HSA-2220982;R-HSA-2220985;R-HSA-6802943;R-HSA-6802942;R-HSA-6802941;R-HSA-6802938;R-HSA-2220988;R-HSA-6802937;R-HSA-9670412;R-HSA-1839039;R-HSA-4791278;R-HSA-1839031;R-HSA-2220944;R-HSA-9670433;R-HSA-2394007;R-HSA-9700131;R-HSA-6802911;R-HSA-6802910;R-HSA-5251562;R-HSA-6802908;R-HSA-2220957;R-HSA-9700181;R-HSA-1839065;R-HSA-9700179;R-HSA-9700190;R-HSA-9710917;R-HSA-9710914;R-HSA-1888198;R-HSA-1839100;R-HSA-1839102;R-HSA-1839098;R-HSA-2660815;R-HSA-1839094;R-HSA-1839095;R-HSA-9665407;R-HSA-9665406;R-HSA-9698174;R-HSA-9665404;R-HSA-1839091;R-HSA-6802837;R-HSA-1839080;R-HSA-9700193;R-HSA-3304394;R-HSA-2660816;R-HSA-1839078;R-HSA-2660819;R-HSA-2660822"
R-HSA-9696270,"RND2 GTPase cycle",15,44,0.002913135593220339,7.909674171713288E-4,0.03717546860705245,1,2,1.449905756125852E-4,9606,Homo sapiens,"UHRF1BP1L;NUDC;PRAG1;FNBP1;TXNL1;SCRIB;PIK3R1;ARHGAP5;ARHGAP35;NISCH;GOLGA3;DLG5;PKP4;RBMX;FAM83B","","R-HSA-9696266"
R-HSA-9013409,"RHOJ GTPase cycle",18,59,0.00390625,8.924710290375559E-4,0.040340396361466246,3,3,2.1748586341887777E-4,9606,Homo sapiens,"TRIO;JUP;FNBP1;DOCK8;SCRIB;PIK3R1;CDC42BPB;CDC42BPA;ARHGAP5;IQGAP3;ARHGAP35;SLC4A7;PREX1;ARHGAP21;ARHGAP32;PAK1;CDC42EP1;TMPO","","R-HSA-9017488;R-HSA-9017507;R-HSA-9017491"
R-HSA-2990846,"SUMOylation",42,192,0.012711864406779662,8.965504250108003E-4,0.040340396361466246,55,140,0.010149340292880962,9606,Homo sapiens,"TOP2A;MDC1;SP100;DNMT1;L3MBTL2;CETN2;XPC;PARK7;HDAC7;NR3C2;GRIP1;PCM1;POM121C;TRIM24;TP53BP1;NCOA1;RANBP2;NPM1;CREBBP;CBX5;PHC1;PARP1;NUP133;MBD1;DNMT3A;MRTFA;SAFB;SENP2;RANGAP1;PHC3;HIC1;PML;NFKB2;SENP1;NUP93;NCOR2;HNRNPK;SP3;NUP35;NUP98","","R-HSA-4641350;R-HSA-4655431;R-HSA-4615872;R-HSA-4090288;R-HSA-4085296;R-HSA-3000383;R-HSA-5228508;R-HSA-6804468;R-HSA-4086059;R-HSA-4090281;R-HSA-4655440;R-HSA-4570463;R-HSA-3900070;R-HSA-4551768;R-HSA-5228525;R-HSA-4551655;R-HSA-5228523;R-HSA-4551649;R-HSA-3927824;R-HSA-3927959;R-HSA-3000449;R-HSA-3000348;R-HSA-3247493;R-HSA-4570493;R-HSA-4551679;R-HSA-4615933;R-HSA-4655355;R-HSA-3782535;R-HSA-4085372;R-HSA-3108203;R-HSA-4570499;R-HSA-2993763;R-HSA-2990840;R-HSA-2990842;R-HSA-4341016;R-HSA-3000433;R-HSA-4085347;R-HSA-3108209;R-HSA-4755479;R-HSA-3000434;R-HSA-3000399;R-HSA-6804485;R-HSA-4570528;R-HSA-4551727;R-HSA-4085331;R-HSA-4551604;R-HSA-4615987;R-HSA-3927886;R-HSA-4086088;R-HSA-3000411;R-HSA-2997723;R-HSA-4641342;R-HSA-4085318;R-HSA-4570553;R-HSA-4570554"
