High,Master Protein,P48771,Cox7a2,"Cytochrome c oxidase subunit 7A2, mitochondrial","Cytochrome c oxidase subunit 7A2, mitochondrial OS=Mus musculus OX=10090 GN=Cox7a2 PE=1 SV=2",28,2,41,2,2,9.3,10.27,72.12,2,cell organization and biogenesis;other metabolic processes;other biological processes,other membranes;mitochondrion,other molecular function,,Electron transport chain,0.392,1.22E-11,DOWN,0.79,2.34E-01,,0.575,2.78E-03,,1.607,2.05E-02,,676545760,36961030,131350918,248257620,314271324,737124128,76126343.25,327192136,236177844,117834042,398740968,78380726,262450256,458243240,54269434,545479069.8,151616830,672187104,239477688,71163533,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1099698597,57790518.08,266190829.3,438190508,1008527324,737124128,257878649,909970204.4,364358378,455821918.4,678892760.8,109618916.6,320886681.7,940559366.4,112362567.4,989741249.4,237646392.5,891066766.2,704073399.1,145212043.6
High,Master Protein,Q62425,Ndufa4,Cytochrome c oxidase subunit NDUFA4,Cytochrome c oxidase subunit NDUFA4 OS=Mus musculus OX=10090 GN=Ndufa4 PE=1 SV=2,46,4,56,4,4,9.3,9.52,100.96,4,other metabolic processes;transport;other biological processes,other membranes;mitochondrion,other molecular function,Cytoprotection by HMOX1; TP53 Regulates Metabolic Genes; Respiratory electron transport,Oxidative phosphorylation; Electron transport chain,2.767,1.34E-11,,1.144,8.54E-01,,1.031,9.91E-01,,0.887,9.48E-01,,1190177984,932094771,696020245.5,8092516782,507676324,1691426208,379680832,580829327.5,11789994396,321915208,999032412,11290037012,7203341616,6737466036,655144220.8,1001854657,1082373595,1200329256,491784427.5,683554762,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1934587630,1457379292,1410528447,14283807441,1629182828,1692566744,1288291116,1615373121,18188764715,1248820269,1700943537,15757705078,8807217121,13828871291,1357677794,1817809214,1696527887,1591755698,1445864692,1394820911
High,Master Protein,O35969,Gamt,Guanidinoacetate N-methyltransferase,Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,60,8,140,8,8,26.3,5.71,544.56,8,other metabolic processes;developmental processes;other biological processes,cytosol;nucleus;other cell component,other molecular function,Creatine metabolism,,2.817,2.44E-11,,1.462,2.35E-01,,1.17,8.29E-01,,0.572,1.06E-02,,333060692.6,953969209,613913059.2,435602588.9,130886177.1,755288136,216640387.9,71794737,662599206.3,143508895.4,70580737.13,1027769550,950235435.8,191537550.1,736481726.1,192897440.3,845258102.4,242626144.5,148152819.3,627802871.5,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,544451955.9,1491581128,1245963694,770075698.6,421559495.6,756211654.7,739083095.4,206139235.8,1025653556,560683245.3,126576794.2,1437442953,1161812148,396851688.8,1525227610,353033379.7,1324869665,327211535.6,440363153.7,1283437468
High,Master Protein,Q8CH18,Ccar1,Cell division cycle and apoptosis regulator protein 1,Cell division cycle and apoptosis regulator protein 1 OS=Mus musculus OX=10090 GN=Ccar1 PE=1 SV=1,7,7,29,7,7,132,5.76,15.51,7,cell cycle OR cell proliferation;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,mRNA Splicing - Major Pathway,,4.929,3.28E-11,UP,4.494,9.26E-10,UP,0.257,5.71E-09,DOWN,0.217,3.56E-08,DOWN,9029977.313,169212532.2,127402767.7,146221306.1,9435982.281,261754454.6,108206358.5,23908791.63,161873134.8,65484247.09,135873607.8,229940427.3,262538343.7,95664191.69,183010641.2,82947731.69,151471571.6,40676892.44,16955869.31,149324752.4,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,16454670.68,266650071.4,258189656.4,258149291.7,34831794.48,263457382.9,368279865.8,72074945.6,249973499.7,253315210.4,231337174.1,320931936.3,320994382.7,199856668.4,379885527.9,153595015.2,237418712.3,55999773.82,51731727.62,307384561
High,Master Protein,O88312,Agr2,Anterior gradient protein 2 homolog,Anterior gradient protein 2 homolog OS=Mus musculus OX=10090 GN=Agr2 PE=1 SV=1,55,6,35,6,6,19.9,9.01,80.45,6,transport;developmental processes;other biological processes,non-structural extracellular;ER/Golgi,signal transduction activity or receptor binding;other molecular function,,,0.214,8.14E-11,DOWN,3.648,3.69E-11,UP,3.024,1.36E-01,,8.223,3.93E-11,UP,26516224,16626916.5,12762346.72,4290275.75,2927108.938,59079640.06,878212903.1,932445481.7,13326590.75,2375564,2732998218,25596119,11950634.75,10911200,7732643.75,10344753.5,4987620,80830710,220005471.2,2219931.375,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,54030398.3,31317279.02,31742300.33,13032907.1,13603073.84,64151517.31,2974953837,2595454510,26033778.7,14162437.48,4653989712,42191979.43,19050116.36,26724473.5,23808629.49,23957995.48,14062331.03,111859130.1,650084552.4,9214403.184
High,Master Protein,Q80VD1,Fam98b,Protein FAM98B,Protein FAM98B OS=Mus musculus OX=10090 GN=Fam98b PE=1 SV=1,8,2,9,2,2,45.3,8.5,15.91,2,protein metabolism;other metabolic processes;other biological processes,nucleus;other cell component,other molecular function,,,10.884,8.56E-11,UP,10.177,3.83E-13,UP,1.141,9.86E-01,,0.148,1.93E-04,DOWN,12013036.69,14992667,8128887,11204211.3,,31985357.25,3684128.75,10235184,16711942.25,4055430.75,17557826,21707374.5,28156426,14546572,7337990.5,18437007.38,15917366,28566735.25,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,19526719.95,23441824.9,18754193.31,19776146.41,3805307.546,31985357.25,14492314.55,30802764.8,25781995.76,16812144.33,31015762.67,30297367.94,34425655.53,29977852.67,15706636.64,33452918.22,24949107.61,37868724.72,1193395.721,2769042.831
High,Master Protein,P17918,Pcna,Proliferating cell nuclear antigen,Proliferating cell nuclear antigen OS=Mus musculus OX=10090 GN=Pcna PE=1 SV=2,17,3,9,3,3,28.8,4.77,11.16,3,cell cycle OR cell proliferation;cell organization and biogenesis;DNA metabolism;other metabolic processes;stress response;developmental processes;other biological processes,cytoskeleton;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;nucleic acid binding activity;other molecular function,Recognition of DNA damage by PCNA-containing replication complex; Dual Incision in GG-NER; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER; SUMOylation of DNA replication proteins; TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest; E3 ubiquitin ligases ubiquitinate target proteins; Translesion Synthesis by POLH; Removal of the Flap Intermediate from the C-strand; HDR through Homologous Recombination (HRR); Polymerase switching on the C-strand of the telomere; Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha); PCNA-Dependent Long Patch Base Excision Repair; Termination of translesion DNA synthesis; Gap-filling DNA repair synthesis and ligation in GG-NER; Polymerase switching; Removal of the Flap Intermediate; Translesion synthesis by REV1; Translesion synthesis by POLK; Translesion synthesis by POLI,Mismatch repair; Oxidative damage response; DNA replication; Primary focal segmental glomerulosclerosis (FSGS); G1 to S cell cycle control,0.188,4.30E-10,DOWN,0.641,1.92E-01,,0.536,3.83E-01,,1.219,9.34E-01,,8946014,35170966.75,22903784.75,42870860.25,17159980,23893287.38,20679172.25,11503552.88,66313457,10930842,25739626.63,7576697,32602831.34,4537834.5,6714655,1564938.25,12442250.75,53397773.5,2049292.188,65863868.75,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,17400531.61,56059316.28,49092132.51,75669798.3,58282763.38,24157122.53,72095025.72,32013777.08,103816063.5,45356133.95,45714276.96,11404742.04,39862084.81,11265956.37,15624281.44,4614515.074,19688414.11,71021000.44,8158937.938,134397866.1
High,Master Protein,Q68FL4,Ahcyl2,Putative adenosylhomocysteinase 3,Putative adenosylhomocysteinase 3 OS=Mus musculus OX=10090 GN=Ahcyl2 PE=1 SV=1,24,12,104,6,6,66.9,7.36,187.71,12,other metabolic processes,cytosol;ER/Golgi;other cell component,other molecular function,Bicarbonate transporters,One-carbon metabolism; Glutathione and one-carbon metabolism,4.181,4.52E-10,UP,3.611,1.84E-08,UP,0.778,7.15E-01,,1.047,9.77E-01,,55542568.5,39973632.5,49330551.75,59042419,29920532.25,380378551,110101519.9,141355468.8,219822799,90955346.63,267895216.3,316170649.8,211608193.6,225116947.5,210161746.8,253024117,208816203.3,342339472.5,34612263.44,38709104.75,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,94011472.16,64724302.28,100220472.7,107359498.7,99047561.63,383417890.7,374855330.3,397776072.5,341283934.4,353351618.6,458122782.2,441412214.9,259634088.7,465678500.7,436373780.9,462123284.8,329675660.3,456281557.7,104974612.1,81365793.42
High,Master Protein,Q9R0M5,Tpk1,Thiamin pyrophosphokinase 1,Thiamin pyrophosphokinase 1 OS=Mus musculus OX=10090 GN=Tpk1 PE=1 SV=1,28,4,40,4,4,27.1,5.76,127.54,4,other metabolic processes,,kinase activity;other molecular function,Vitamin B1 (thiamin) metabolism,,4.818,5.36E-10,UP,1.947,1.28E-01,,0.691,2.74E-01,,0.243,1.41E-06,DOWN,47666560.25,165127501.5,100844096,126025433,15809088.75,78994173.5,57203801.5,25018470,98629912.73,24886829.38,55691118.5,205828978.5,200700216.7,25999706.75,123305461.8,24205798,149544826,37553051.91,15645775.72,118793718.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,77480124.05,258185550.1,204739927.3,223719308.4,50732907.37,78994173.5,195785839.1,70718732.08,152805878.6,98459607.28,95367835.38,287279159.2,245387554.7,55295218.56,255974240,46197311.37,234398703.7,49781193.84,46330733.38,244363894.7
High,Master Protein,P26645,Marcks,Myristoylated alanine-rich C-kinase substrate,Myristoylated alanine-rich C-kinase substrate OS=Mus musculus OX=10090 GN=Marcks PE=1 SV=2,68,13,172,13,13,29.6,4.34,545.19,13,cell organization and biogenesis;developmental processes,plasma membrane;other membranes;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,Acetylcholine regulates insulin secretion,,0.475,1.70E-09,DOWN,0.488,9.83E-08,DOWN,1.877,5.17E-04,,2.123,1.20E-05,,425608209.3,771095402.8,187461019.9,274361379.8,201124031.3,714885815.4,67107006.06,176397989.4,331662037.1,190731530.9,160613128.3,335297345.6,417154317.1,400055182.1,187391717,465936274.7,211290003,780198686.5,430279162.6,441585069.4,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,691809450.4,1208790221,384802122.8,487146970.2,645426628.2,717630004.4,230552872.9,492792049.8,516195948.2,739692878.9,280990743.1,470504428.2,513940368.1,821126458.1,395881808.5,845415298.5,338715897.6,1034249417,1267440366,908676290.5
High,Master Protein,P16015,Ca3,Carbonic anhydrase 3,Carbonic anhydrase 3 OS=Mus musculus OX=10090 GN=Ca3 PE=1 SV=3,66,15,181,15,15,29.3,7.37,384.26,15,other metabolic processes;stress response;other biological processes,cytosol,other molecular function,Reversible hydration of carbon dioxide,,2.535,1.75E-09,,1.286,4.34E-01,,1.436,9.35E-02,,1.122,8.16E-01,,392163068.8,1098606928,300331349,3446568908,228076251.2,1593676254,157782517.3,110091872.8,1261657353,645020608.2,411633772.7,1939273213,1364806379,885474627,578236437.8,1316850349,1769948214,1187909836,278170776,134752779.3,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,648530777.3,1723232570,609719597.4,6083413595,736205660.5,1596081569,538018741.2,318545770.4,1949782356,2499204091,706295072,2708563455,1672874174,1826355395,1197320438,2398454148,2774925112,1583584726,825733112.1,282975304.2
High,Master Protein,Q810U3,Nfasc,Neurofascin,Neurofascin OS=Mus musculus OX=10090 GN=Nfasc PE=1 SV=1,2,2,2,2,2,137.9,6.19,0,2,cell adhesion;cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,Neutrophil degranulation; Neurofascin interactions,,27.211,1.93E-09,UP,4.334,9.00E-02,,0.682,8.82E-01,,0.043,4.54E-04,DOWN,6125625,3568829.25,3773336.75,20000140,3405725,,6994570.5,,14053006,,,,9969871,16047153,6346487,16027231,,,,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,9956963.171,5580052.593,7646902.313,35301520.68,10929303.62,1761941.498,23694168.32,1004207.22,21679978.05,2306127.053,1370310.343,215434.7922,12189734.05,32937310.89,13140132.86,29080513.83,2101217.178,1928032.505,465110.901,334444.1691
High,Master Protein,P43024,Cox6a1,"Cytochrome c oxidase subunit 6A1, mitochondrial","Cytochrome c oxidase subunit 6A1, mitochondrial OS=Mus musculus OX=10090 GN=Cox6a1 PE=1 SV=2",14,1,5,1,1,12.3,9.98,11.89,1,other metabolic processes;transport;other biological processes,other membranes;mitochondrion,transporter activity;enzyme regulator activity,TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1; Respiratory electron transport,,9.013,3.41E-09,UP,0.83,9.56E-01,,0.015,7.39E-16,DOWN,0.049,2.14E-09,DOWN,,,25878906,27773827.25,,,,692540.25,51954509,,4395941.5,70095205.75,28514291.25,,6422607.5,,273921248,,,1680121.375,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,563901.6955,946373.1396,52445217.39,49022573.7,1401614.189,902956.2459,2042495.806,1926057.883,80151720.88,1918438.731,7484490.184,97833122.99,34863202.03,2479293.213,13297737.14,2009130.31,429348090.3,1898897.01,2388897.319,3428355.059
High,Master Protein,P97450,Atp5pf,"ATP synthase-coupling factor 6, mitochondrial","ATP synthase-coupling factor 6, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pf PE=1 SV=1",46,5,30,5,5,12.5,9.36,44.67,5,other metabolic processes;transport;other biological processes,non-structural extracellular;other membranes;mitochondrion;other cell component,transporter activity;other molecular function,Formation of ATP by chemiosmotic coupling; Cristae formation,Oxidative phosphorylation; Electron transport chain,0.317,5.03E-09,DOWN,0.55,3.01E-03,DOWN,0.725,2.97E-01,,1.568,1.83E-01,,332624146,28840708.13,50299036,122849293.3,191933757,223765949.6,28891339.5,257120108,100735394.5,32942818.5,370087602.8,35223530,113604589,366758902,16947959.5,411047393.5,53312662.06,386591864,115631895.3,20572374.13,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,540667502.7,45731679.54,102835120,216836825.5,615934142,223858046,98390807.34,715089427.6,156044081.1,128319335.2,630107800.6,49241231.4,138899462.9,752784744.8,36588749.06,745822495,83642558.58,512475113,339962116,43950213.85
High,Master Protein,P53996,Cnbp,Cellular nucleic acid-binding protein,Cellular nucleic acid-binding protein OS=Mus musculus OX=10090 GN=Cnbp PE=1 SV=2,31,5,58,5,5,19.6,7.58,131.99,5,DNA metabolism;other metabolic processes;other biological processes,cytosol;ER/Golgi;nucleus;other cell component,nucleic acid binding activity;other molecular function,,,3.009,1.13E-08,UP,1.295,8.43E-01,,0.879,6.21E-01,,0.312,7.13E-10,DOWN,178974102.5,552412725.5,302721355.7,323377169.9,76893480.13,160407923.9,202500043.8,73914757.06,303439083.5,66492155.88,95434302.34,485803764,345963262,85365068.19,327249023.6,138364449.9,493192537.5,78633716.06,60637848.22,295083251.6,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,292872159.9,863726406,613483711.8,572260241.2,246758675.7,160751797,685970657,207164284,468124234,257214142.3,162485578.8,678044937.4,424844686.7,176629754.3,677555259.9,254597428.7,773037052.2,107367869.4,178277551.7,602129211.3
High,Master Protein,P32020,Scp2,Sterol carrier protein 2,Sterol carrier protein 2 OS=Mus musculus OX=10090 GN=Scp2 PE=1 SV=3,9,4,21,4,4,59.1,7.44,23.12,4,cell organization and biogenesis;other metabolic processes;transport;other biological processes,other membranes;cytosol;mitochondrion;ER/Golgi;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,Peroxisomal protein import; Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol; Beta-oxidation of pristanoyl-CoA; alpha-linolenic acid (ALA) metabolism,PPAR signaling pathway; Mitochondrial long chain fatty acid beta-oxidation,4.894,1.18E-08,UP,3.599,2.57E-05,UP,0.372,4.34E-05,,0.213,3.65E-07,DOWN,14848737.75,156097729.3,102758217.4,141831993.4,12232854.91,175601894.1,57627259.44,12130270.88,93921092.25,10232690.81,180776932,185307785.5,170606308.5,42523956.69,107023363.9,28521291.63,270047044,40097533.88,13943545.5,6395623.125,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,24563782.18,244067025.3,208245937.9,250342500,39256424.24,175601894.1,195212841.9,33971504.23,144894780.4,41548009.17,307789167.1,259131850.2,208593022.7,87281823.86,225581325.1,53014742.01,423275607.4,55096274.41,44323579.53,13831620.16
High,Master Protein,Q08731,Reg2,Lithostathine-2,Lithostathine-2 OS=Mus musculus OX=10090 GN=Reg2 PE=1 SV=1,65,7,85,7,7,19.4,6.29,193.62,7,developmental processes;other biological processes,non-structural extracellular,other molecular function,,,0.516,1.48E-08,DOWN,0.579,4.27E-05,,0.502,2.19E-08,,3.149,9.69E-16,UP,142926206.6,1233219328,711969226.1,763724699.8,99600944.38,3465364748,702261413.5,616550708.5,1981640543,163432850,1495770451,1962463379,2939776270,694879295.5,2218514267,420085868.4,1120758786,3205761664,498898433.5,2123282286,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,238198641.5,1933297222,1443223335,1352163629,326110795.7,3470628644,2383322351,1719895560,3059353711,640327124.5,2548209372,2744162276,3597879698,1432551252,4593339941,770255428.1,1761954317,4257508061,1472936073,4332642673
High,Master Protein,E9Q557,Dsp,Desmoplakin,Desmoplakin OS=Mus musculus OX=10090 GN=Dsp PE=1 SV=1,5,15,66,15,15,332.7,6.8,91.26,15,cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;developmental processes;other biological processes,plasma membrane;other membranes;cytoskeleton;other cell component,other molecular function,Formation of the cornified envelope; Neutrophil degranulation; RND3 GTPase cycle; RND1 GTPase cycle; Apoptotic cleavage of cell adhesion  proteins,Lung fibrosis; Alpha 6 beta 4 integrin signaling pathway,0.5,2.20E-08,DOWN,0.587,1.11E-04,,1.538,5.73E-02,,2.212,4.09E-06,,896831368.4,240778559.2,237075110.6,214641686,494283092.5,952104741,125841467.6,388641465.3,328292658.3,122115325.1,451102911.8,366330140.5,449385420.6,740369437.5,205439292.2,696981368.6,264946036.2,804013319.2,370382729.8,191867268.9,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,1462017631,379976688.5,484632981.3,384158569.6,1588000302,960390889.1,431511948.4,1090913954,513452824.4,477483466.9,770649662.7,518555377.7,554792119.5,1521156477,428855145.8,1273786610,418350444.1,1071802236,1095249207,393546596.1
High,Master Protein,P56394,Cox17,Cytochrome c oxidase copper chaperone,Cytochrome c oxidase copper chaperone OS=Mus musculus OX=10090 GN=Cox17 PE=1 SV=2,27,1,10,1,1,6.8,7.69,32.08,1,cell organization and biogenesis;other biological processes,mitochondrion;other cell component,enzyme regulator activity;other molecular function,,Electron transport chain,0.151,3.09E-08,DOWN,0.743,6.92E-01,,0.181,6.84E-04,DOWN,1.588,7.62E-01,,21399832,,,11021149,11326749,8046225.5,,11803142,17066596,7857726,11771362,,18216188,19309896,,16322916,,23307452,14827654,,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,34784587.55,357303.5442,1903211.45,19453029.8,36348642.03,8046225.5,2285099.168,32826300.99,26329130.34,30396341.15,20041814.33,303810.1773,22272152.48,39634198.53,904413.1002,29617017.72,976283.7442,30896897.24,43593859.79,350048.8174
High,Master Protein,Q61490,Alcam,CD166 antigen,CD166 antigen OS=Mus musculus OX=10090 GN=Alcam PE=1 SV=3,21,9,72,9,9,65.1,6.15,157.72,9,cell adhesion;cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,,,0.537,1.03E-07,DOWN,0.641,1.47E-03,,0.812,1.93E-01,,0.965,9.88E-01,,7255660325,3020687150,4536205606,4965765988,3754702652,1431504557,1258247111,3966275010,5393584205,1297299896,3779323965,2215964710,3095963755,2444290131,2348190508,2813940838,2975493567,6688081474,4009002707,2931285094,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,11797036712,4723003536,9192903639,8766242009,12051272990,1434897900,4262323018,11033610333,8320838058,5021905980,6436657095,3092861283,3785302216,5019895812,4861829112,5107098503,4663831265,8870567815,11788308832,5981404815
